LARGE DATASET AUDIT DUMP | ACCOUNT: 50200012345678 | BILL NO: INV-2026-0098 
TRANSACTION ENTRY #2097 | REF: TXN-00027261 | AMOUNT: Rs. 209700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2098 | REF: TXN-00027274 | AMOUNT: Rs. 209800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2099 | REF: TXN-00027287 | AMOUNT: Rs. 209900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2100 | REF: TXN-00027300 | AMOUNT: Rs. 210000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2101 | REF: TXN-00027313 | AMOUNT: Rs. 210100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2102 | REF: TXN-00027326 | AMOUNT: Rs. 210200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2103 | REF: TXN-00027339 | AMOUNT: Rs. 210300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2104 | REF: TXN-00027352 | AMOUNT: Rs. 210400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2105 | REF: TXN-00027365 | AMOUNT: Rs. 210500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2106 | REF: TXN-00027378 | AMOUNT: Rs. 210600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2107 | REF: TXN-00027391 | AMOUNT: Rs. 210700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2108 | REF: TXN-00027404 | AMOUNT: Rs. 210800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2109 | REF: TXN-00027417 | AMOUNT: Rs. 210900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2110 | REF: TXN-00027430 | AMOUNT: Rs. 211000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2111 | REF: TXN-00027443 | AMOUNT: Rs. 211100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2112 | REF: TXN-00027456 | AMOUNT: Rs. 211200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2113 | REF: TXN-00027469 | AMOUNT: Rs. 211300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2114 | REF: TXN-00027482 | AMOUNT: Rs. 211400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2115 | REF: TXN-00027495 | AMOUNT: Rs. 211500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2116 | REF: TXN-00027508 | AMOUNT: Rs. 211600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2117 | REF: TXN-00027521 | AMOUNT: Rs. 211700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2118 | REF: TXN-00027534 | AMOUNT: Rs. 211800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2119 | REF: TXN-00027547 | AMOUNT: Rs. 211900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2120 | REF: TXN-00027560 | AMOUNT: Rs. 212000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2121 | REF: TXN-00027573 | AMOUNT: Rs. 212100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2122 | REF: TXN-00027586 | AMOUNT: Rs. 212200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2123 | REF: TXN-00027599 | AMOUNT: Rs. 212300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2124 | REF: TXN-00027612 | AMOUNT: Rs. 212400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2125 | REF: TXN-00027625 | AMOUNT: Rs. 212500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2126 | REF: TXN-00027638 | AMOUNT: Rs. 212600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2127 | REF: TXN-00027651 | AMOUNT: Rs. 212700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2128 | REF: TXN-00027664 | AMOUNT: Rs. 212800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2129 | REF: TXN-00027677 | AMOUNT: Rs. 212900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2130 | REF: TXN-00027690 | AMOUNT: Rs. 213000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2131 | REF: TXN-00027703 | AMOUNT: Rs. 213100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2132 | REF: TXN-00027716 | AMOUNT: Rs. 213200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2133 | REF: TXN-00027729 | AMOUNT: Rs. 213300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2134 | REF: TXN-00027742 | AMOUNT: Rs. 213400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2135 | REF: TXN-00027755 | AMOUNT: Rs. 213500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2136 | REF: TXN-00027768 | AMOUNT: Rs. 213600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2137 | REF: TXN-00027781 | AMOUNT: Rs. 213700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2138 | REF: TXN-00027794 | AMOUNT: Rs. 213800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2139 | REF: TXN-00027807 | AMOUNT: Rs. 213900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2140 | REF: TXN-00027820 | AMOUNT: Rs. 214000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2141 | REF: TXN-00027833 | AMOUNT: Rs. 214100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2142 | REF: TXN-00027846 | AMOUNT: Rs. 214200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2143 | REF: TXN-00027859 | AMOUNT: Rs. 214300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2144 | REF: TXN-00027872 | AMOUNT: Rs. 214400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2145 | REF: TXN-00027885 | AMOUNT: Rs. 214500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2146 | REF: TXN-00027898 | AMOUNT: Rs. 214600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2147 | REF: TXN-00027911 | AMOUNT: Rs. 214700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2148 | REF: TXN-00027924 | AMOUNT: Rs. 214800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2149 | REF: TXN-00027937 | AMOUNT: Rs. 214900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2150 | REF: TXN-00027950 | AMOUNT: Rs. 215000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2151 | REF: TXN-00027963 | AMOUNT: Rs. 215100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2152 | REF: TXN-00027976 | AMOUNT: Rs. 215200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2153 | REF: TXN-00027989 | AMOUNT: Rs. 215300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2154 | REF: TXN-00028002 | AMOUNT: Rs. 215400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2155 | REF: TXN-00028015 | AMOUNT: Rs. 215500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2156 | REF: TXN-00028028 | AMOUNT: Rs. 215600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2157 | REF: TXN-00028041 | AMOUNT: Rs. 215700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2158 | REF: TXN-00028054 | AMOUNT: Rs. 215800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2159 | REF: TXN-00028067 | AMOUNT: Rs. 215900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2160 | REF: TXN-00028080 | AMOUNT: Rs. 216000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2161 | REF: TXN-00028093 | AMOUNT: Rs. 216100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2162 | REF: TXN-00028106 | AMOUNT: Rs. 216200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2163 | REF: TXN-00028119 | AMOUNT: Rs. 216300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2164 | REF: TXN-00028132 | AMOUNT: Rs. 216400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2165 | REF: TXN-00028145 | AMOUNT: Rs. 216500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2166 | REF: TXN-00028158 | AMOUNT: Rs. 216600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2167 | REF: TXN-00028171 | AMOUNT: Rs. 216700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2168 | REF: TXN-00028184 | AMOUNT: Rs. 216800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2169 | REF: TXN-00028197 | AMOUNT: Rs. 216900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2170 | REF: TXN-00028210 | AMOUNT: Rs. 217000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2171 | REF: TXN-00028223 | AMOUNT: Rs. 217100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2172 | REF: TXN-00028236 | AMOUNT: Rs. 217200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2173 | REF: TXN-00028249 | AMOUNT: Rs. 217300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2174 | REF: TXN-00028262 | AMOUNT: Rs. 217400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2175 | REF: TXN-00028275 | AMOUNT: Rs. 217500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2176 | REF: TXN-00028288 | AMOUNT: Rs. 217600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2177 | REF: TXN-00028301 | AMOUNT: Rs. 217700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2178 | REF: TXN-00028314 | AMOUNT: Rs. 217800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2179 | REF: TXN-00028327 | AMOUNT: Rs. 217900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2180 | REF: TXN-00028340 | AMOUNT: Rs. 218000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2181 | REF: TXN-00028353 | AMOUNT: Rs. 218100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2182 | REF: TXN-00028366 | AMOUNT: Rs. 218200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2183 | REF: TXN-00028379 | AMOUNT: Rs. 218300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2184 | REF: TXN-00028392 | AMOUNT: Rs. 218400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2185 | REF: TXN-00028405 | AMOUNT: Rs. 218500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2186 | REF: TXN-00028418 | AMOUNT: Rs. 218600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2187 | REF: TXN-00028431 | AMOUNT: Rs. 218700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2188 | REF: TXN-00028444 | AMOUNT: Rs. 218800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2189 | REF: TXN-00028457 | AMOUNT: Rs. 218900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2190 | REF: TXN-00028470 | AMOUNT: Rs. 219000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2191 | REF: TXN-00028483 | AMOUNT: Rs. 219100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2192 | REF: TXN-00028496 | AMOUNT: Rs. 219200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2193 | REF: TXN-00028509 | AMOUNT: Rs. 219300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2194 | REF: TXN-00028522 | AMOUNT: Rs. 219400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2195 | REF: TXN-00028535 | AMOUNT: Rs. 219500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2196 | REF: TXN-00028548 | AMOUNT: Rs. 219600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2197 | REF: TXN-00028561 | AMOUNT: Rs. 219700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2198 | REF: TXN-00028574 | AMOUNT: Rs. 219800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2199 | REF: TXN-00028587 | AMOUNT: Rs. 219900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2200 | REF: TXN-00028600 | AMOUNT: Rs. 220000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2201 | REF: TXN-00028613 | AMOUNT: Rs. 220100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2202 | REF: TXN-00028626 | AMOUNT: Rs. 220200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2203 | REF: TXN-00028639 | AMOUNT: Rs. 220300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2204 | REF: TXN-00028652 | AMOUNT: Rs. 220400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2205 | REF: TXN-00028665 | AMOUNT: Rs. 220500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2206 | REF: TXN-00028678 | AMOUNT: Rs. 220600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2207 | REF: TXN-00028691 | AMOUNT: Rs. 220700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2208 | REF: TXN-00028704 | AMOUNT: Rs. 220800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2209 | REF: TXN-00028717 | AMOUNT: Rs. 220900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2210 | REF: TXN-00028730 | AMOUNT: Rs. 221000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2211 | REF: TXN-00028743 | AMOUNT: Rs. 221100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2212 | REF: TXN-00028756 | AMOUNT: Rs. 221200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2213 | REF: TXN-00028769 | AMOUNT: Rs. 221300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2214 | REF: TXN-00028782 | AMOUNT: Rs. 221400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2215 | REF: TXN-00028795 | AMOUNT: Rs. 221500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2216 | REF: TXN-00028808 | AMOUNT: Rs. 221600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2217 | REF: TXN-00028821 | AMOUNT: Rs. 221700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2218 | REF: TXN-00028834 | AMOUNT: Rs. 221800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2219 | REF: TXN-00028847 | AMOUNT: Rs. 221900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2220 | REF: TXN-00028860 | AMOUNT: Rs. 222000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2221 | REF: TXN-00028873 | AMOUNT: Rs. 222100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2222 | REF: TXN-00028886 | AMOUNT: Rs. 222200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2223 | REF: TXN-00028899 | AMOUNT: Rs. 222300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2224 | REF: TXN-00028912 | AMOUNT: Rs. 222400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2225 | REF: TXN-00028925 | AMOUNT: Rs. 222500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2226 | REF: TXN-00028938 | AMOUNT: Rs. 222600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2227 | REF: TXN-00028951 | AMOUNT: Rs. 222700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2228 | REF: TXN-00028964 | AMOUNT: Rs. 222800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2229 | REF: TXN-00028977 | AMOUNT: Rs. 222900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2230 | REF: TXN-00028990 | AMOUNT: Rs. 223000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2231 | REF: TXN-00029003 | AMOUNT: Rs. 223100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2232 | REF: TXN-00029016 | AMOUNT: Rs. 223200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2233 | REF: TXN-00029029 | AMOUNT: Rs. 223300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2234 | REF: TXN-00029042 | AMOUNT: Rs. 223400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2235 | REF: TXN-00029055 | AMOUNT: Rs. 223500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2236 | REF: TXN-00029068 | AMOUNT: Rs. 223600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2237 | REF: TXN-00029081 | AMOUNT: Rs. 223700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2238 | REF: TXN-00029094 | AMOUNT: Rs. 223800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2239 | REF: TXN-00029107 | AMOUNT: Rs. 223900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2240 | REF: TXN-00029120 | AMOUNT: Rs. 224000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2241 | REF: TXN-00029133 | AMOUNT: Rs. 224100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2242 | REF: TXN-00029146 | AMOUNT: Rs. 224200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2243 | REF: TXN-00029159 | AMOUNT: Rs. 224300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2244 | REF: TXN-00029172 | AMOUNT: Rs. 224400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2245 | REF: TXN-00029185 | AMOUNT: Rs. 224500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2246 | REF: TXN-00029198 | AMOUNT: Rs. 224600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2247 | REF: TXN-00029211 | AMOUNT: Rs. 224700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2248 | REF: TXN-00029224 | AMOUNT: Rs. 224800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2249 | REF: TXN-00029237 | AMOUNT: Rs. 224900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2250 | REF: TXN-00029250 | AMOUNT: Rs. 225000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2251 | REF: TXN-00029263 | AMOUNT: Rs. 225100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2252 | REF: TXN-00029276 | AMOUNT: Rs. 225200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2253 | REF: TXN-00029289 | AMOUNT: Rs. 225300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2254 | REF: TXN-00029302 | AMOUNT: Rs. 225400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2255 | REF: TXN-00029315 | AMOUNT: Rs. 225500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2256 | REF: TXN-00029328 | AMOUNT: Rs. 225600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2257 | REF: TXN-00029341 | AMOUNT: Rs. 225700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2258 | REF: TXN-00029354 | AMOUNT: Rs. 225800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2259 | REF: TXN-00029367 | AMOUNT: Rs. 225900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2260 | REF: TXN-00029380 | AMOUNT: Rs. 226000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2261 | REF: TXN-00029393 | AMOUNT: Rs. 226100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2262 | REF: TXN-00029406 | AMOUNT: Rs. 226200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2263 | REF: TXN-00029419 | AMOUNT: Rs. 226300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2264 | REF: TXN-00029432 | AMOUNT: Rs. 226400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2265 | REF: TXN-00029445 | AMOUNT: Rs. 226500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2266 | REF: TXN-00029458 | AMOUNT: Rs. 226600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2267 | REF: TXN-00029471 | AMOUNT: Rs. 226700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2268 | REF: TXN-00029484 | AMOUNT: Rs. 226800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2269 | REF: TXN-00029497 | AMOUNT: Rs. 226900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2270 | REF: TXN-00029510 | AMOUNT: Rs. 227000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2271 | REF: TXN-00029523 | AMOUNT: Rs. 227100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2272 | REF: TXN-00029536 | AMOUNT: Rs. 227200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2273 | REF: TXN-00029549 | AMOUNT: Rs. 227300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2274 | REF: TXN-00029562 | AMOUNT: Rs. 227400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2275 | REF: TXN-00029575 | AMOUNT: Rs. 227500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2276 | REF: TXN-00029588 | AMOUNT: Rs. 227600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2277 | REF: TXN-00029601 | AMOUNT: Rs. 227700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2278 | REF: TXN-00029614 | AMOUNT: Rs. 227800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2279 | REF: TXN-00029627 | AMOUNT: Rs. 227900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2280 | REF: TXN-00029640 | AMOUNT: Rs. 228000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2281 | REF: TXN-00029653 | AMOUNT: Rs. 228100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2282 | REF: TXN-00029666 | AMOUNT: Rs. 228200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2283 | REF: TXN-00029679 | AMOUNT: Rs. 228300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2284 | REF: TXN-00029692 | AMOUNT: Rs. 228400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2285 | REF: TXN-00029705 | AMOUNT: Rs. 228500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2286 | REF: TXN-00029718 | AMOUNT: Rs. 228600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2287 | REF: TXN-00029731 | AMOUNT: Rs. 228700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2288 | REF: TXN-00029744 | AMOUNT: Rs. 228800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2289 | REF: TXN-00029757 | AMOUNT: Rs. 228900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2290 | REF: TXN-00029770 | AMOUNT: Rs. 229000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2291 | REF: TXN-00029783 | AMOUNT: Rs. 229100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2292 | REF: TXN-00029796 | AMOUNT: Rs. 229200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2293 | REF: TXN-00029809 | AMOUNT: Rs. 229300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2294 | REF: TXN-00029822 | AMOUNT: Rs. 229400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2295 | REF: TXN-00029835 | AMOUNT: Rs. 229500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2296 | REF: TXN-00029848 | AMOUNT: Rs. 229600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2297 | REF: TXN-00029861 | AMOUNT: Rs. 229700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2298 | REF: TXN-00029874 | AMOUNT: Rs. 229800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2299 | REF: TXN-00029887 | AMOUNT: Rs. 229900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2300 | REF: TXN-00029900 | AMOUNT: Rs. 230000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2301 | REF: TXN-00029913 | AMOUNT: Rs. 230100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2302 | REF: TXN-00029926 | AMOUNT: Rs. 230200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2303 | REF: TXN-00029939 | AMOUNT: Rs. 230300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2304 | REF: TXN-00029952 | AMOUNT: Rs. 230400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2305 | REF: TXN-00029965 | AMOUNT: Rs. 230500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2306 | REF: TXN-00029978 | AMOUNT: Rs. 230600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2307 | REF: TXN-00029991 | AMOUNT: Rs. 230700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2308 | REF: TXN-00030004 | AMOUNT: Rs. 230800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2309 | REF: TXN-00030017 | AMOUNT: Rs. 230900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2310 | REF: TXN-00030030 | AMOUNT: Rs. 231000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2311 | REF: TXN-00030043 | AMOUNT: Rs. 231100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2312 | REF: TXN-00030056 | AMOUNT: Rs. 231200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2313 | REF: TXN-00030069 | AMOUNT: Rs. 231300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2314 | REF: TXN-00030082 | AMOUNT: Rs. 231400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2315 | REF: TXN-00030095 | AMOUNT: Rs. 231500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2316 | REF: TXN-00030108 | AMOUNT: Rs. 231600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2317 | REF: TXN-00030121 | AMOUNT: Rs. 231700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2318 | REF: TXN-00030134 | AMOUNT: Rs. 231800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2319 | REF: TXN-00030147 | AMOUNT: Rs. 231900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2320 | REF: TXN-00030160 | AMOUNT: Rs. 232000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2321 | REF: TXN-00030173 | AMOUNT: Rs. 232100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2322 | REF: TXN-00030186 | AMOUNT: Rs. 232200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2323 | REF: TXN-00030199 | AMOUNT: Rs. 232300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2324 | REF: TXN-00030212 | AMOUNT: Rs. 232400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2325 | REF: TXN-00030225 | AMOUNT: Rs. 232500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2326 | REF: TXN-00030238 | AMOUNT: Rs. 232600.00 | STATUS: CLEARED
TRANSACTION ENTRY #2327 | REF: TXN-00030251 | AMOUNT: Rs. 232700.00 | STATUS: CLEARED
TRANSACTION ENTRY #2328 | REF: TXN-00030264 | AMOUNT: Rs. 232800.00 | STATUS: CLEARED
TRANSACTION ENTRY #2329 | REF: TXN-00030277 | AMOUNT: Rs. 232900.00 | STATUS: CLEARED
TRANSACTION ENTRY #2330 | REF: TXN-00030290 | AMOUNT: Rs. 233000.00 | STATUS: CLEARED
TRANSACTION ENTRY #2331 | REF: TXN-00030303 | AMOUNT: Rs. 233100.00 | STATUS: CLEARED
TRANSACTION ENTRY #2332 | REF: TXN-00030316 | AMOUNT: Rs. 233200.00 | STATUS: CLEARED
TRANSACTION ENTRY #2333 | REF: TXN-00030329 | AMOUNT: Rs. 233300.00 | STATUS: CLEARED
TRANSACTION ENTRY #2334 | REF: TXN-00030342 | AMOUNT: Rs. 233400.00 | STATUS: CLEARED
TRANSACTION ENTRY #2335 | REF: TXN-00030355 | AMOUNT: Rs. 233500.00 | STATUS: CLEARED
TRANSACTION ENTRY #2336 | REF: TXN-00030368 | AMOUNT: Rs. 233600.00 | STATUS: CLEARED
